web-color	name	start-date	end-date
FFFFFF	White	1999-12-04	
C0C0C0	Silver	1999-12-04	
808080	Gray	1999-12-04	
000000	Black	1999-12-04	
FF0000	Red	1999-12-04	
800000	Maroon	1999-12-04	
FFFF00	Yellow	1999-12-04	
808000	Olive	1999-12-04	
00FF00	Lime	1999-12-04	
008000	Green	1999-12-04	
00FFFF	Aqua	1999-12-04	
008080	Teal	1999-12-04	
0000FF	Blue	1999-12-04	
000080	Navy	1999-12-04	
FF00FF	Fuchsia	1999-12-04	
800080	Purple	1999-12-04	
